dataset,id,role,category,jp,en,zh,kr
daily,129,,silence,あなたは一歩手前の答えを感じていますか それとも見過ごしていますか,"Are you sensing the answer just before words, or passing it by?",你是在感受话语之前的答案，还是正在把它忽略过去？,"당신은 말이 되기 직전의 답을(를) 느끼고 있나요, 아니면 스쳐 지나가고 있나요?"
daily,130,,identity,今日のあなたにとって変わりたい部分はどんな存在ですか,What kind of presence is the part of you that wants to change to you today?,今天，对你来说，你想改变的那一部分是怎样的存在？,오늘 당신에게 변하고 싶은 부분은(는) 어떤 존재인가요?
daily,131,,existence,あなたの心は心の静けさに何を求めていますか,What is your heart asking of the quietness of your heart?,你的心向你内心的宁静在寻求什么？,당신의 마음은 마음의 고요에 무엇을 바라고 있나요?
daily,132,,fear,今のあなたは失敗にどんな名前をつけますか,What name would you give to failure right now?,此刻，你会给失败取什么名字？,지금의 당신은 실패에 어떤 이름을 붙이고 싶나요?
daily,133,,release,あなたは怒りを誰の視線で見ていますか,Through whose eyes are you seeing anger?,你正透过谁的目光看着愤怒？,당신은 분노을(를) 누구의 시선으로 보고 있나요?
daily,134,,hope,もし静かに座るなら救いは何を語りそうですか,"If you sat quietly, what might relief say?",如果你安静坐下，救赎似乎会说些什么？,"조용히 앉아 있다면, 구원은(는) 무엇을 말할 것 같나요?"
daily,135,,relationship,あなたの中に残っている言えなかった言葉の灯は何ですか,What small lamp of the words you could not say still remains within you?,在你心里，仍然留着怎样一盏关于你没能说出口的话的灯？,당신 안에는 아직도 말하지 못한 말에 관한 어떤 작은 등불이 남아 있나요?
daily,136,,gratitude,今あなたにとって支えとは何ですか,What is the support that holds you up to you right now?,此刻，对你来说，支撑你的力量是什么？,지금 당신에게 당신을 지탱하는 것은(는) 무엇인가요?
daily,137,,reflection,今日のあなたは本音にどう向き合いますか,How are you facing your true feelings today?,今天，你要如何面对你真实的心声？,오늘 당신은 본심에 어떻게 마주하나요?
daily,138,,death,あなたは言えなかった感謝から何を学んでいますか,What is the gratitude you could not say teaching you?,没能说出口的感谢正在教会你什么？,말하지 못한 감사은(는) 당신에게 무엇을 가르치고 있나요?
daily,139,,silence,今のあなたに必要な語らないことは何ですか,What kind of what remains unsaid do you need right now?,此刻，你需要怎样的没有说出口的东西？,지금의 당신에게 필요한 말하지 않는 것은(는) 무엇인가요?
daily,140,,identity,あなたの中で静かに浮かぶ守ってきた価値観は何ですか,What quietly rises within you when you think of the values you have protected?,想到你一直守护的价值观时，在你心里静静浮现的是什么？,"지켜 온 가치관을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,141,,existence,もし少し立ち止まるなら進む方向をどう見ますか,"If you paused for a moment, how would you look at the direction you are heading?",如果你稍微停下来，会如何看待你前行的方向？,"잠시 멈춘다면, 나아갈 방향을(를) 어떻게 바라보게 될까요?"
daily,142,,fear,あなたは孤独を事実として見ていますか それとも解釈として見ていますか,"Are you seeing loneliness as fact, or as interpretation?",你看到的孤独，是事实，还是一种解释？,"당신은 외로움을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,143,,release,今のあなたが正直に感じる言い訳は何ですか,What does an excuse honestly feel like to you right now?,此刻，你诚实地感受到的借口是什么？,지금의 당신이 솔직하게 느끼는 변명은(는) 무엇인가요?
daily,144,,hope,あなたは明日を抱えていますか それとも迎え入れ始めていますか,"Are you carrying tomorrow, or beginning to welcome it?",你是在背负着明天，还是开始迎接它？,"당신은 내일을(를) 짊어지고 있나요, 아니면 받아들이기 시작하고 있나요?"
daily,145,,relationship,今日のあなたにとって受け取った優しさはどんな存在ですか,What kind of presence is the kindness you received to you today?,今天，对你来说，你收到的温柔是怎样的存在？,오늘 당신에게 받았던 다정함은(는) 어떤 존재인가요?
daily,146,,gratitude,あなたの心は平凡な奇跡に何を求めていますか,What is your heart asking of an ordinary miracle?,你的心向平凡的奇迹在寻求什么？,당신의 마음은 평범한 기적에 무엇을 바라고 있나요?
daily,147,,reflection,今のあなたは選択にどんな名前をつけますか,What name would you give to a choice right now?,此刻，你会给选择取什么名字？,지금의 당신은 선택에 어떤 이름을 붙이고 싶나요?
daily,148,,death,あなたは限りある時間を誰の視線で見ていますか,Through whose eyes are you seeing limited time?,你正透过谁的目光看着有限的时间？,당신은 유한한 시간을(를) 누구의 시선으로 보고 있나요?
daily,149,,silence,もし静かに座るなら待つことは何を語りそうですか,"If you sat quietly, what might waiting say?",如果你安静坐下，等待似乎会说些什么？,"조용히 앉아 있다면, 기다림은(는) 무엇을 말할 것 같나요?"
daily,150,,identity,あなたの中に残っている譲れないものの灯は何ですか,What small lamp of what you cannot compromise on still remains within you?,在你心里，仍然留着怎样一盏关于你无法让步的东西的灯？,당신 안에는 아직도 양보할 수 없는 것에 관한 어떤 작은 등불이 남아 있나요?
daily,151,,existence,今あなたにとって今日という時間とは何ですか,What is this day to you right now?,此刻，对你来说，今天这段时间是什么？,지금 당신에게 오늘이라는 시간은(는) 무엇인가요?
daily,152,,fear,今日のあなたは変化にどう向き合いますか,How are you facing change today?,今天，你要如何面对变化？,오늘 당신은 변화에 어떻게 마주하나요?
daily,153,,release,あなたは終わらせるべきことから何を学んでいますか,What is what needs to come to an end teaching you?,应该结束的事正在教会你什么？,끝내야 할 것은(는) 당신에게 무엇을 가르치고 있나요?
daily,154,,hope,今のあなたに必要な続ける理由は何ですか,What kind of your reason to continue do you need right now?,此刻，你需要怎样的继续下去的理由？,지금의 당신에게 필요한 계속할 이유은(는) 무엇인가요?
daily,155,,relationship,あなたの中で静かに浮かぶ残っているつながりは何ですか,What quietly comes to mind when you think of the connection that still remains?,想到仍然留下的连结时，在你心里静静浮现的是什么？,"아직 남아 있는 연결을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,156,,gratitude,もし少し立ち止まるなら今あるものをどう見ますか,"If you paused for a moment, how would you look at what is already here?",如果你稍微停下来，会如何看待此刻已经拥有的东西？,"잠시 멈춘다면, 지금 이미 있는 것을(를) 어떻게 바라보게 될까요?"
daily,157,,reflection,あなたは気づいていない思いを事実として見ていますか それとも解釈として見ていますか,"Are you seeing a feeling you have not yet noticed as fact, or as interpretation?",你看到的你尚未察觉的心意，是事实，还是一种解释？,"당신은 아직 알아차리지 못한 마음을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,158,,death,今のあなたが正直に感じるいのちは何ですか,What does life itself honestly feel like to you right now?,此刻，你诚实地感受到的生命是什么？,지금의 당신이 솔직하게 느끼는 생명은(는) 무엇인가요?
daily,159,,silence,あなたは見ることを感じていますか それとも見過ごしていますか,"Are you sensing simply seeing, or passing it by?",你是在感受只是看见，还是正在把它忽略过去？,"당신은 그저 보는 것을(를) 느끼고 있나요, 아니면 스쳐 지나가고 있나요?"
daily,160,,identity,今日のあなたにとって人生の軸はどんな存在ですか,What kind of presence is the axis of your life to you today?,今天，对你来说，你人生的轴心是怎样的存在？,오늘 당신에게 삶의 축은(는) 어떤 존재인가요?
daily,161,,existence,あなたの心は本当に大切なものに何を求めていますか,What is your heart asking of what truly matters?,你的心向真正重要的东西在寻求什么？,당신의 마음은 진정으로 중요한 것에 무엇을 바라고 있나요?
daily,162,,fear,今のあなたは恐れにどんな名前をつけますか,What name would you give to fear right now?,此刻，你会给恐惧取什么名字？,지금의 당신은 두려움에 어떤 이름을 붙이고 싶나요?
daily,163,,release,あなたは手放せないものを誰の視線で見ていますか,Through whose eyes are you seeing what you cannot let go of?,你正透过谁的目光看着你放不下的东西？,당신은 놓지 못하는 것을(를) 누구의 시선으로 보고 있나요?
daily,164,,hope,もし静かに座るなら希望は何を語りそうですか,"If you sat quietly, what might hope say?",如果你安静坐下，希望似乎会说些什么？,"조용히 앉아 있다면, 희망은(는) 무엇을 말할 것 같나요?"
daily,165,,relationship,あなたの中に残っている思い出す人の灯は何ですか,What small lamp of the person who comes to mind still remains within you?,在你心里，仍然留着怎样一盏关于你想起的那个人的灯？,당신 안에는 아직도 문득 떠오르는 사람에 관한 어떤 작은 등불이 남아 있나요?
daily,166,,gratitude,今あなたにとって感謝できることとは何ですか,What is what you can be grateful for to you right now?,此刻，对你来说，你可以感恩的事是什么？,지금 당신에게 감사할 수 있는 것은(는) 무엇인가요?
daily,167,,reflection,今日のあなたは今の感情にどう向き合いますか,How are you facing your feelings right now today?,今天，你要如何面对你此刻的感受？,오늘 당신은 지금의 감정에 어떻게 마주하나요?
daily,168,,death,あなたは死から何を学んでいますか,What is death teaching you?,死亡正在教会你什么？,죽음은(는) 당신에게 무엇을 가르치고 있나요?
daily,169,,silence,今のあなたに必要な呼吸は何ですか,What kind of your breath do you need right now?,此刻，你需要怎样的呼吸？,지금의 당신에게 필요한 호흡은(는) 무엇인가요?
daily,170,,identity,あなたの中で静かに浮かぶなりつつある自分は何ですか,What quietly rises within you when you think of the person you are becoming?,想到你正在成为的自己时，在你心里静静浮现的是什么？,"되어 가는 나을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,171,,existence,もし少し立ち止まるなら自分の人生をどう見ますか,"If you paused for a moment, how would you look at your own life?",如果你稍微停下来，会如何看待你自己的人生？,"잠시 멈춘다면, 자기 자신의 삶을(를) 어떻게 바라보게 될까요?"
daily,172,,fear,あなたは不安を事実として見ていますか それとも解釈として見ていますか,"Are you seeing anxiety as fact, or as interpretation?",你看到的不安，是事实，还是一种解释？,"당신은 불안을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,173,,release,今のあなたが正直に感じる執着は何ですか,What does attachment honestly feel like to you right now?,此刻，你诚实地感受到的执着是什么？,지금의 당신이 솔직하게 느끼는 집착은(는) 무엇인가요?
daily,174,,hope,あなたは小さな光を抱えていますか それとも迎え入れ始めていますか,"Are you carrying a small light, or beginning to welcome it?",你是在背负着微小的光，还是开始迎接它？,"당신은 작은 빛을(를) 짊어지고 있나요, 아니면 받아들이기 시작하고 있나요?"
daily,175,,relationship,今日のあなたにとって感謝したい人はどんな存在ですか,What kind of presence is the person you want to thank to you today?,今天，对你来说，你想感谢的人是怎样的存在？,오늘 당신에게 감사하고 싶은 사람은(는) 어떤 존재인가요?
daily,176,,gratitude,あなたの心は今日の恵みに何を求めていますか,What is your heart asking of today's blessing?,你的心向今天的恩惠在寻求什么？,당신의 마음은 오늘의 은혜에 무엇을 바라고 있나요?
daily,177,,reflection,今のあなたは沈黙にどんな名前をつけますか,What name would you give to silence right now?,此刻，你会给沉默取什么名字？,지금의 당신은 침묵에 어떤 이름을 붙이고 싶나요?
daily,178,,death,あなたは最後の日を誰の視線で見ていますか,Through whose eyes are you seeing your last day?,你正透过谁的目光看着最后一天？,당신은 마지막 날을(를) 누구의 시선으로 보고 있나요?
daily,179,,silence,もし静かに座るなら静けさは何を語りそうですか,"If you sat quietly, what might stillness say?",如果你安静坐下，宁静似乎会说些什么？,"조용히 앉아 있다면, 고요은(는) 무엇을 말할 것 같나요?"
daily,180,,identity,あなたの中に残っている本当の自分の灯は何ですか,What small lamp of your true self still remains within you?,在你心里，仍然留着怎样一盏关于真正的自己的灯？,당신 안에는 아직도 진짜 나에 관한 어떤 작은 등불이 남아 있나요?
daily,181,,existence,今あなたにとって生きる理由とは何ですか,What is your reason for living to you right now?,此刻，对你来说，你活着的理由是什么？,지금 당신에게 살아가는 이유은(는) 무엇인가요?
daily,182,,fear,今日のあなたは避けていることにどう向き合いますか,How are you facing what you are avoiding today?,今天，你要如何面对你正在回避的事？,오늘 당신은 당신이 피하고 있는 것에 어떻게 마주하나요?
daily,183,,release,あなたは古い役割から何を学んでいますか,What is an old role teaching you?,旧有的角色正在教会你什么？,오래된 역할은(는) 당신에게 무엇을 가르치고 있나요?
daily,184,,hope,今のあなたに必要な次の一歩は何ですか,What kind of the next step do you need right now?,此刻，你需要怎样的下一步？,지금의 당신에게 필요한 다음 한 걸음은(는) 무엇인가요?
daily,185,,relationship,あなたの中で静かに浮かぶ許したい人は誰ですか,Who quietly comes to mind when you think of the person you want to forgive?,当你想到你想原谅的人时，在你心里静静浮现的是谁？,"용서하고 싶은 사람을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 이는 누구인가요?"
daily,186,,gratitude,もし少し立ち止まるなら受け取った助けをどう見ますか,"If you paused for a moment, how would you look at the help you received?",如果你稍微停下来，会如何看待你得到的帮助？,"잠시 멈춘다면, 받은 도움을(를) 어떻게 바라보게 될까요?"
daily,187,,reflection,あなたは心の声を事実として見ていますか それとも解釈として見ていますか,"Are you seeing the voice of your heart as fact, or as interpretation?",你看到的你内心的声音，是事实，还是一种解释？,"당신은 마음의 소리을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,188,,death,今のあなたが正直に感じる残したいものは何ですか,What does what you want to leave behind honestly feel like to you right now?,此刻，你诚实地感受到的你想留下的东西是什么？,지금의 당신이 솔직하게 느끼는 남기고 싶은 것은(는) 무엇인가요?
daily,189,,silence,あなたは今ここを感じていますか それとも見過ごしていますか,"Are you sensing the here and now, or passing it by?",你是在感受此时此地，还是正在把它忽略过去？,"당신은 지금 여기을(를) 느끼고 있나요, 아니면 스쳐 지나가고 있나요?"
daily,190,,identity,今日のあなたにとって信じているものはどんな存在ですか,What kind of presence is what you believe in to you today?,今天，对你来说，你所相信的东西是怎样的存在？,오늘 당신에게 당신이 믿는 것은(는) 어떤 존재인가요?
daily,191,,existence,あなたの心は今いる場所に何を求めていますか,What is your heart asking of where you stand now?,你的心向你此刻所站的位置在寻求什么？,당신의 마음은 지금 당신이 서 있는 자리에 무엇을 바라고 있나요?
daily,192,,fear,今のあなたは失うことにどんな名前をつけますか,What name would you give to the possibility of loss right now?,此刻，你会给失去这件事取什么名字？,지금의 당신은 잃는 것에 어떤 이름을 붙이고 싶나요?
daily,193,,release,あなたは重荷を誰の視線で見ていますか,Through whose eyes are you seeing a burden?,你正透过谁的目光看着负担？,당신은 짐을(를) 누구의 시선으로 보고 있나요?
daily,194,,hope,もし静かに座るなら信じたい未来は何を語りそうですか,"If you sat quietly, what might the future you want to believe in say?",如果你安静坐下，你想相信的未来似乎会说些什么？,"조용히 앉아 있다면, 믿고 싶은 미래은(는) 무엇을 말할 것 같나요?"
daily,195,,relationship,あなたの中に残っている守りたい人の灯は何ですか,What small lamp of the person you want to protect still remains within you?,在你心里，仍然留着怎样一盏关于你想守护的人的灯？,당신 안에는 아직도 지키고 싶은 사람에 관한 어떤 작은 등불이 남아 있나요?
daily,196,,gratitude,今あなたにとって残っている温かさとは何ですか,What is the warmth that still remains to you right now?,此刻，对你来说，仍然留存的温暖是什么？,지금 당신에게 남아 있는 따뜻함은(는) 무엇인가요?
daily,197,,reflection,今日のあなたは自分への厳しさにどう向き合いますか,How are you facing your harshness toward yourself today?,今天，你要如何面对你对自己的苛刻？,오늘 당신은 자신에게 향한 엄격함에 어떻게 마주하나요?
daily,198,,death,あなたは別れから何を学んでいますか,What is parting teaching you?,离别正在教会你什么？,이별은(는) 당신에게 무엇을 가르치고 있나요?
daily,199,,silence,今のあなたに必要な空白は何ですか,What kind of emptiness do you need right now?,此刻，你需要怎样的空白？,지금의 당신에게 필요한 공백은(는) 무엇인가요?
daily,200,,identity,あなたの中で静かに浮かぶ背負っている役割は何ですか,What quietly rises within you when you think of the role you carry?,想到你所背负的角色时，在你心里静静浮现的是什么？,"당신이 짊어진 역할을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,201,,existence,もし少し立ち止まるなら本当の望みをどう見ますか,"If you paused for a moment, how would you look at your true desire?",如果你稍微停下来，会如何看待你真正的愿望？,"잠시 멈춘다면, 당신의 진정한 바람을(를) 어떻게 바라보게 될까요?"
daily,202,,fear,あなたは人の期待を事実として見ていますか それとも解釈として見ていますか,"Are you seeing other people's expectations as fact, or as interpretation?",你看到的他人的期待，是事实，还是一种解释？,"당신은 타인의 기대을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,203,,release,今のあなたが正直に感じる後悔は何ですか,What does regret honestly feel like to you right now?,此刻，你诚实地感受到的后悔是什么？,지금의 당신이 솔직하게 느끼는 후회은(는) 무엇인가요?
daily,204,,hope,あなたはやり直す力を抱えていますか それとも迎え入れ始めていますか,"Are you carrying the strength to begin again, or beginning to welcome it?",你是在背负着重新开始的力量，还是开始迎接它？,"당신은 다시 시작할 힘을(를) 짊어지고 있나요, 아니면 받아들이기 시작하고 있나요?"
daily,205,,relationship,今日のあなたにとって距離を置くべき関係はどんな存在ですか,What kind of presence is a relationship that needs distance to you today?,今天，对你来说，需要保持距离的关系是怎样的存在？,오늘 당신에게 거리를 두어야 할 관계은(는) 어떤 존재인가요?
daily,206,,gratitude,あなたの心は小さな幸せに何を求めていますか,What is your heart asking of a small happiness?,你的心向微小的幸福在寻求什么？,당신의 마음은 작은 행복에 무엇을 바라고 있나요?
daily,207,,reflection,今のあなたは疲れにどんな名前をつけますか,What name would you give to your fatigue right now?,此刻，你会给你的疲惫取什么名字？,지금의 당신은 피로에 어떤 이름을 붙이고 싶나요?
daily,208,,death,あなたは失った人を誰の視線で見ていますか,Through whose eyes are you seeing the person you lost?,你正透过谁的目光看着你失去的人？,당신은 잃은 사람을(를) 누구의 시선으로 보고 있나요?
daily,209,,silence,もし静かに座るなら一歩手前の答えは何を語りそうですか,"If you sat quietly, what might the answer just before words say?",如果你安静坐下，话语之前的答案似乎会说些什么？,"조용히 앉아 있다면, 말이 되기 직전의 답은(는) 무엇을 말할 것 같나요?"
daily,210,,identity,あなたの中に残っている変わりたい部分の灯は何ですか,What small lamp of the part of you that wants to change still remains within you?,在你心里，仍然留着怎样一盏关于你想改变的那一部分的灯？,당신 안에는 아직도 변하고 싶은 부분에 관한 어떤 작은 등불이 남아 있나요?
daily,211,,existence,今あなたにとって心の静けさとは何ですか,What is the quietness of your heart to you right now?,此刻，对你来说，你内心的宁静是什么？,지금 당신에게 마음의 고요은(는) 무엇인가요?
daily,212,,fear,今日のあなたは失敗にどう向き合いますか,How are you facing failure today?,今天，你要如何面对失败？,오늘 당신은 실패에 어떻게 마주하나요?
daily,213,,release,あなたは怒りから何を学んでいますか,What is anger teaching you?,愤怒正在教会你什么？,분노은(는) 당신에게 무엇을 가르치고 있나요?
daily,214,,hope,今のあなたに必要な救いは何ですか,What kind of relief do you need right now?,此刻，你需要怎样的救赎？,지금의 당신에게 필요한 구원은(는) 무엇인가요?
daily,215,,relationship,あなたの中で静かに浮かぶ言えなかった言葉は何ですか,What quietly comes to mind when you think of the words you could not say?,想到你没能说出口的话时，在你心里静静浮现的是什么？,"말하지 못한 말을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,216,,gratitude,もし少し立ち止まるなら支えをどう見ますか,"If you paused for a moment, how would you look at the support that holds you up?",如果你稍微停下来，会如何看待支撑你的力量？,"잠시 멈춘다면, 당신을 지탱하는 것을(를) 어떻게 바라보게 될까요?"
daily,217,,reflection,あなたは本音を事実として見ていますか それとも解釈として見ていますか,"Are you seeing your true feelings as fact, or as interpretation?",你看到的你真实的心声，是事实，还是一种解释？,"당신은 본심을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,218,,death,今のあなたが正直に感じる言えなかった感謝は何ですか,What does the gratitude you could not say honestly feel like to you right now?,此刻，你诚实地感受到的没能说出口的感谢是什么？,지금의 당신이 솔직하게 느끼는 말하지 못한 감사은(는) 무엇인가요?
daily,219,,silence,あなたは語らないことを感じていますか それとも見過ごしていますか,"Are you sensing what remains unsaid, or passing it by?",你是在感受没有说出口的东西，还是正在把它忽略过去？,"당신은 말하지 않는 것을(를) 느끼고 있나요, 아니면 스쳐 지나가고 있나요?"
daily,220,,identity,今日のあなたにとって守ってきた価値観はどんな存在ですか,What kind of presence is the values you have protected to you today?,今天，对你来说，你一直守护的价值观是怎样的存在？,오늘 당신에게 지켜 온 가치관은(는) 어떤 존재인가요?
daily,221,,existence,あなたの心は進む方向に何を求めていますか,What is your heart asking of the direction you are heading?,你的心向你前行的方向在寻求什么？,당신의 마음은 나아갈 방향에 무엇을 바라고 있나요?
daily,222,,fear,今のあなたは孤独にどんな名前をつけますか,What name would you give to loneliness right now?,此刻，你会给孤独取什么名字？,지금의 당신은 외로움에 어떤 이름을 붙이고 싶나요?
daily,223,,release,あなたは言い訳を誰の視線で見ていますか,Through whose eyes are you seeing an excuse?,你正透过谁的目光看着借口？,당신은 변명을(를) 누구의 시선으로 보고 있나요?
daily,224,,hope,もし静かに座るなら明日は何を語りそうですか,"If you sat quietly, what might tomorrow say?",如果你安静坐下，明天似乎会说些什么？,"조용히 앉아 있다면, 내일은(는) 무엇을 말할 것 같나요?"
daily,225,,relationship,あなたの中に残っている受け取った優しさの灯は何ですか,What small lamp of the kindness you received still remains within you?,在你心里，仍然留着怎样一盏关于你收到的温柔的灯？,당신 안에는 아직도 받았던 다정함에 관한 어떤 작은 등불이 남아 있나요?
daily,226,,gratitude,今あなたにとって平凡な奇跡とは何ですか,What is an ordinary miracle to you right now?,此刻，对你来说，平凡的奇迹是什么？,지금 당신에게 평범한 기적은(는) 무엇인가요?
daily,227,,reflection,今日のあなたは選択にどう向き合いますか,How are you facing a choice today?,今天，你要如何面对选择？,오늘 당신은 선택에 어떻게 마주하나요?
daily,228,,death,あなたは限りある時間から何を学んでいますか,What is limited time teaching you?,有限的时间正在教会你什么？,유한한 시간은(는) 당신에게 무엇을 가르치고 있나요?
daily,229,,silence,今のあなたに必要な待つことは何ですか,What kind of waiting do you need right now?,此刻，你需要怎样的等待？,지금의 당신에게 필요한 기다림은(는) 무엇인가요?
daily,230,,identity,あなたの中で静かに浮かぶ譲れないものは何ですか,What quietly rises within you when you think of what you cannot compromise on?,想到你无法让步的东西时，在你心里静静浮现的是什么？,"양보할 수 없는 것을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,231,,existence,もし少し立ち止まるなら今日という時間をどう見ますか,"If you paused for a moment, how would you look at this day?",如果你稍微停下来，会如何看待今天这段时间？,"잠시 멈춘다면, 오늘이라는 시간을(를) 어떻게 바라보게 될까요?"
daily,232,,fear,あなたは変化を事実として見ていますか それとも解釈として見ていますか,"Are you seeing change as fact, or as interpretation?",你看到的变化，是事实，还是一种解释？,"당신은 변화을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,233,,release,今のあなたが正直に感じる終わらせるべきことは何ですか,What does what needs to come to an end honestly feel like to you right now?,此刻，你诚实地感受到的应该结束的事是什么？,지금의 당신이 솔직하게 느끼는 끝내야 할 것은(는) 무엇인가요?
daily,234,,hope,あなたは続ける理由を抱えていますか それとも迎え入れ始めていますか,"Are you carrying your reason to continue, or beginning to welcome it?",你是在背负着继续下去的理由，还是开始迎接它？,"당신은 계속할 이유을(를) 짊어지고 있나요, 아니면 받아들이기 시작하고 있나요?"
daily,235,,relationship,今日のあなたにとって残っているつながりはどんな存在ですか,What kind of presence is the connection that still remains to you today?,今天，对你来说，仍然留下的连结是怎样的存在？,오늘 당신에게 아직 남아 있는 연결은(는) 어떤 존재인가요?
daily,236,,gratitude,あなたの心は今あるものに何を求めていますか,What is your heart asking of what is already here?,你的心向此刻已经拥有的东西在寻求什么？,당신의 마음은 지금 이미 있는 것에 무엇을 바라고 있나요?
daily,237,,reflection,今のあなたは気づいていない思いにどんな名前をつけますか,What name would you give to a feeling you have not yet noticed right now?,此刻，你会给你尚未察觉的心意取什么名字？,지금의 당신은 아직 알아차리지 못한 마음에 어떤 이름을 붙이고 싶나요?
daily,238,,death,あなたはいのちを誰の視線で見ていますか,Through whose eyes are you seeing life itself?,你正透过谁的目光看着生命？,당신은 생명을(를) 누구의 시선으로 보고 있나요?
daily,239,,silence,もし静かに座るなら見ることは何を語りそうですか,"If you sat quietly, what might simply seeing say?",如果你安静坐下，只是看见似乎会说些什么？,"조용히 앉아 있다면, 그저 보는 것은(는) 무엇을 말할 것 같나요?"
daily,240,,identity,あなたの中に残っている人生の軸の灯は何ですか,What small lamp of the axis of your life still remains within you?,在你心里，仍然留着怎样一盏关于你人生的轴心的灯？,당신 안에는 아직도 삶의 축에 관한 어떤 작은 등불이 남아 있나요?
daily,241,,existence,今あなたにとって本当に大切なものとは何ですか,What is what truly matters to you right now?,此刻，对你来说，真正重要的东西是什么？,지금 당신에게 진정으로 중요한 것은(는) 무엇인가요?
daily,242,,fear,今日のあなたは恐れにどう向き合いますか,How are you facing fear today?,今天，你要如何面对恐惧？,오늘 당신은 두려움에 어떻게 마주하나요?
daily,243,,release,あなたは手放せないものから何を学んでいますか,What is what you cannot let go of teaching you?,你放不下的东西正在教会你什么？,놓지 못하는 것은(는) 당신에게 무엇을 가르치고 있나요?
daily,244,,hope,今のあなたに必要な希望は何ですか,What kind of hope do you need right now?,此刻，你需要怎样的希望？,지금의 당신에게 필요한 희망은(는) 무엇인가요?
daily,245,,relationship,あなたの中で静かに浮かぶ思い出す人は誰ですか,Who quietly comes to mind when you think of the person who comes to mind?,当你想到你想起的那个人时，在你心里静静浮现的是谁？,"문득 떠오르는 사람을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 이는 누구인가요?"
daily,246,,gratitude,もし少し立ち止まるなら感謝できることをどう見ますか,"If you paused for a moment, how would you look at what you can be grateful for?",如果你稍微停下来，会如何看待你可以感恩的事？,"잠시 멈춘다면, 감사할 수 있는 것을(를) 어떻게 바라보게 될까요?"
daily,247,,reflection,あなたは今の感情を事実として見ていますか それとも解釈として見ていますか,"Are you seeing your feelings right now as fact, or as interpretation?",你看到的你此刻的感受，是事实，还是一种解释？,"당신은 지금의 감정을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,248,,death,今のあなたが正直に感じる死は何ですか,What does death honestly feel like to you right now?,此刻，你诚实地感受到的死亡是什么？,지금의 당신이 솔직하게 느끼는 죽음은(는) 무엇인가요?
daily,249,,silence,あなたは呼吸を感じていますか それとも見過ごしていますか,"Are you sensing your breath, or passing it by?",你是在感受呼吸，还是正在把它忽略过去？,"당신은 호흡을(를) 느끼고 있나요, 아니면 스쳐 지나가고 있나요?"
daily,250,,identity,今日のあなたにとってなりつつある自分はどんな存在ですか,What kind of presence is the person you are becoming to you today?,今天，对你来说，你正在成为的自己是怎样的存在？,오늘 당신에게 되어 가는 나은(는) 어떤 존재인가요?
daily,251,,existence,あなたの心は自分の人生に何を求めていますか,What is your heart asking of your own life?,你的心向你自己的人生在寻求什么？,당신의 마음은 자기 자신의 삶에 무엇을 바라고 있나요?
daily,252,,fear,今のあなたは不安にどんな名前をつけますか,What name would you give to anxiety right now?,此刻，你会给不安取什么名字？,지금의 당신은 불안에 어떤 이름을 붙이고 싶나요?
daily,253,,release,あなたは執着を誰の視線で見ていますか,Through whose eyes are you seeing attachment?,你正透过谁的目光看着执着？,당신은 집착을(를) 누구의 시선으로 보고 있나요?
daily,254,,hope,もし静かに座るなら小さな光は何を語りそうですか,"If you sat quietly, what might a small light say?",如果你安静坐下，微小的光似乎会说些什么？,"조용히 앉아 있다면, 작은 빛은(는) 무엇을 말할 것 같나요?"
daily,255,,relationship,あなたの中に残っている感謝したい人の灯は何ですか,What small lamp of the person you want to thank still remains within you?,在你心里，仍然留着怎样一盏关于你想感谢的人的灯？,당신 안에는 아직도 감사하고 싶은 사람에 관한 어떤 작은 등불이 남아 있나요?
daily,256,,gratitude,今あなたにとって今日の恵みとは何ですか,What is today's blessing to you right now?,此刻，对你来说，今天的恩惠是什么？,지금 당신에게 오늘의 은혜은(는) 무엇인가요?
daily,257,,reflection,今日のあなたは沈黙にどう向き合いますか,How are you facing silence today?,今天，你要如何面对沉默？,오늘 당신은 침묵에 어떻게 마주하나요?
